description,vendor_name,created_at,invoice_date,due_date,payment_date,amount,settled,outstanding
,Heather Holmes,13/04/2016 10:14,7/3/16 0:00,14/03/2016 00:00,13/04/2016 10:15,215.98,71.98,144
,Kelsey Ortega,27/07/2015 09:33,16/07/2015 00:00,15/08/2015 00:00,9/10/15 12:38,215.98,215.98,0
,Anna Hawkins,28/11/2016 20:38,16/11/2016 00:00,16/12/2016 00:00,26/01/2017 09:34,216.4,216.4,0
,Tara Cobb,14/12/2016 15:55,14/12/2016 00:00,21/12/2016 00:00,27/12/2016 13:06,216.44,216.44,0
,Denise Campos,3/7/17 13:56,30/06/2017 00:00,21/07/2017 00:00,21/07/2017 09:12,216.57,216.57,0
,Tina Williams,11/8/15 9:04,6/8/15 0:00,30/09/2015 00:00,30/09/2015 09:28,216.78,216.78,0
,Vicki Ortiz,29/08/2015 13:45,29/08/2015 00:00,28/09/2015 00:00,31/10/2015 12:50,216.78,216.78,0
,Sandra Mercer,6/8/14 14:28,6/8/14 0:00,5/9/14 0:00,23/11/2014 09:49,216.9,216.9,0
,Benjamin Williams,13/05/2014 14:31,13/05/2014 00:00,27/05/2014 00:00,30/05/2014 17:54,216.96,216.96,0
,Marco Navarro,27/09/2016 13:46,30/07/2016 00:00,29/08/2016 00:00,4/10/16 9:01,216.98,216.98,0
,Mr. Brendan Powell MD,26/06/2014 11:34,26/06/2014 00:00,26/07/2014 00:00,18/07/2014 12:00,216.98,216.98,0
,Thomas Dominguez,20/08/2017 11:16,18/08/2017 00:00,23/08/2017 00:00,6/9/17 11:54,216.98,216.98,0
,Tony Stevens,8/5/14 14:26,1/4/14 0:00,1/5/14 0:00,17/06/2014 12:51,216.98,216.98,0
,Derek Huber,24/05/2014 12:07,24/05/2014 00:00,30/06/2014 00:00,20/08/2014 16:30,217.02,217.02,0
,Mr. Colin Cole,1/7/16 16:33,1/7/16 0:00,8/7/16 0:00,6/7/16 14:11,217.07,217.07,0
,Kristin Olson,2/8/15 19:29,31/07/2015 00:00,30/08/2015 00:00,31/10/2015 13:56,217.33,217.33,0
,Jessica Carpenter,5/2/17 22:51,31/01/2017 00:00,17/03/2017 00:00,24/02/2017 10:16,217.39,217.39,0
,Terry Moore,12/1/15 16:05,9/1/15 0:00,23/01/2015 00:00,23/01/2015 20:46,217.78,217.78,0
,Alexis Wang,8/11/16 10:03,8/11/16 0:00,8/12/16 0:00,1/12/16 14:56,217.98,217.98,0
,Brandon Crawford,4/11/14 10:41,31/10/2014 00:00,30/11/2014 00:00,9/2/15 12:59,217.98,217.98,0
,Daniel Patton,8/1/14 10:19,14/11/2013 00:00,31/12/2013 00:00,8/1/14 14:08,217.98,217.98,0
,Diane Higgins,2/6/15 15:58,29/05/2015 00:00,26/06/2015 00:00,12/8/15 15:29,217.98,217.98,0
,Diane Higgins,10/6/15 15:48,5/6/15 0:00,3/7/15 0:00,11/9/15 11:27,217.98,217.98,0
,Diane Higgins,9/4/15 11:06,2/4/15 0:00,30/04/2015 00:00,28/05/2015 16:55,217.98,217.98,0
,Diane Higgins,29/04/2015 13:00,24/04/2015 00:00,22/05/2015 00:00,2/6/15 21:00,217.98,217.98,0
,Diane Higgins,4/1/15 21:13,18/12/2014 00:00,15/01/2015 00:00,23/02/2015 17:54,217.98,217.98,0
,Diane Higgins,15/09/2014 20:21,3/9/14 0:00,1/10/14 0:00,27/11/2014 11:28,217.98,217.98,0
,Edward Mayo,14/04/2017 23:53,15/04/2017 00:00,15/05/2017 00:00,25/05/2017 09:53,217.98,217.98,0
,Emily Green,3/10/13 10:38,3/10/13 0:00,17/10/2013 00:00,9/10/13 14:04,217.98,217.98,0
,James Cook,14/11/2013 09:35,15/10/2013 00:00,28/10/2013 00:00,14/11/2013 11:45,217.98,217.98,0
,Jennifer Griffin,13/02/2015 11:52,13/02/2015 00:00,15/03/2015 00:00,14/04/2015 09:56,217.98,217.98,0
,Joshua Morgan,4/9/15 10:32,4/9/15 0:00,11/9/15 0:00,23/09/2015 11:01,217.98,217.98,0
,Lisa Berry,9/5/14 10:57,29/04/2014 00:00,29/05/2014 00:00,21/06/2014 14:05,217.98,217.98,0
,Ronnie Rodriguez,9/2/16 11:34,2/2/16 0:00,18/03/2016 00:00,22/03/2016 14:39,217.98,217.98,0
,Shirley Hunter,8/8/13 16:06,8/8/13 0:00,18/08/2013 00:00,1/11/13 9:30,217.98,217.98,0
,Tammy Thompson,19/09/2017 12:36,19/09/2017 00:00,26/09/2017 00:00,17/10/2017 09:34,217.98,217.98,0
,Vicki Ortiz,3/11/16 14:40,31/10/2016 00:00,30/11/2016 00:00,14/12/2016 13:07,217.98,217.98,0
,Vicki Ortiz,24/04/2017 13:04,24/04/2017 00:00,24/05/2017 00:00,16/06/2017 08:21,217.98,217.98,0
,Vicki Ortiz,3/11/16 15:24,31/10/2016 00:00,30/11/2016 00:00,14/12/2016 13:07,217.98,217.98,0
,Vicki Ortiz,3/11/16 15:38,31/10/2016 00:00,30/11/2016 00:00,14/12/2016 13:07,217.98,217.98,0
,Vicki Ortiz,4/7/17 10:58,30/06/2017 00:00,30/07/2017 00:00,1/8/17 15:48,217.98,217.98,0
,Vicki Ortiz,27/03/2017 10:53,27/03/2017 00:00,26/04/2017 00:00,7/6/17 15:25,217.98,217.98,0
,Wendy Coleman,19/07/2016 10:56,19/07/2016 00:00,18/08/2016 00:00,3/8/16 22:06,217.98,217.98,0
,Holly Young,3/6/15 12:13,3/6/15 0:00,3/7/15 0:00,20/08/2015 08:04,218.27,218.27,0
,Joseph Wyatt,2/7/14 14:05,30/06/2014 00:00,31/07/2014 00:00,19/09/2014 09:22,218.28,218.28,0
,Mr. Brian Chavez,1/5/15 12:32,15/04/2015 00:00,29/04/2015 00:00,1/5/15 12:33,218.69,218.69,0
,Donna Willis,29/07/2016 13:41,29/07/2016 00:00,28/08/2016 00:00,7/11/16 13:10,218.74,218.74,0
,Brian Rodriguez,11/6/17 22:01,11/6/17 0:00,12/6/17 0:00,16/06/2017 01:49,218.83,218.83,0
,Steven Barajas,10/3/16 11:37,3/3/16 0:00,2/4/16 0:00,21/04/2016 13:58,218.98,218.98,0
,Kendra Mosley,4/4/14 11:38,4/4/14 0:00,11/4/14 0:00,10/6/14 13:49,218.99,148.05,70.94
,Marissa Perez,17/04/2015 13:41,16/04/2015 00:00,16/05/2015 00:00,18/05/2015 11:08,219.02,219.02,0
,Keith Navarro,26/05/2016 19:33,18/05/2016 00:00,17/06/2016 00:00,20/06/2016 17:45,219.06,219.06,0
,Debra Reid,8/3/17 8:50,28/02/2017 00:00,30/03/2017 00:00,6/4/17 12:49,219.18,219.18,0
,Debra Reid,25/05/2016 14:06,25/05/2016 00:00,24/06/2016 00:00,21/07/2016 10:01,219.18,219.18,0
,Randall Smith,11/3/15 11:57,6/3/15 0:00,5/4/15 0:00,11/3/15 11:58,219.18,219.18,0
,Brenda Price,23/06/2014 09:06,23/06/2014 00:00,11/8/14 0:00,30/07/2014 09:27,219.42,219.42,0
,Amber Williams,19/07/2017 07:24,19/07/2017 00:00,18/08/2017 00:00,10/8/17 12:25,219.48,219.48,0
,Angela Obrien,2/9/15 12:51,1/9/15 0:00,1/10/15 0:00,19/11/2015 16:14,219.63,219.63,0
,Sean Gibson,5/2/13 14:52,5/2/13 0:00,5/3/13 0:00,12/3/13 11:29,219.69,219.69,0
,Lisa Black,17/10/2013 18:10,11/10/13 0:00,25/10/2013 00:00,17/10/2013 18:12,219.78,219.78,0
,Thomas Dominguez,16/09/2015 09:04,7/9/15 0:00,12/9/15 0:00,13/10/2015 14:57,219.78,219.78,0
,Curtis Mcmahon,10/1/17 10:47,10/1/17 0:00,9/2/17 0:00,21/02/2017 15:36,219.81,219.81,0
,Mrs. Cynthia Hickman,2/8/17 17:19,2/8/17 0:00,3/8/17 0:00,6/8/17 11:04,220.21,220.21,0
,Debra Reid,25/05/2016 13:31,25/05/2016 00:00,24/06/2016 00:00,21/07/2016 10:00,220.38,220.38,0
,Donald Fernandez,3/12/13 17:08,13/09/2013 00:00,13/10/2013 00:00,4/12/13 17:46,220.38,220.38,0
,Vicki Ortiz,13/11/2014 10:16,13/11/2014 00:00,13/12/2014 00:00,29/01/2015 14:40,220.38,220.38,0
,Vicki Ortiz,20/07/2017 13:31,20/07/2017 00:00,19/08/2017 00:00,12/9/17 9:08,220.56,220.55,0.01
,Jessica Lee,11/7/16 22:06,14/07/2016 00:00,20/07/2016 00:00,6/8/16 11:41,220.69,219.98,0.71
,Darlene Jones,29/11/2013 11:07,6/10/13 0:00,5/11/13 0:00,9/12/13 10:54,220.74,220.74,0
,Teresa Kennedy,10/12/16 23:17,30/11/2016 00:00,14/12/2016 00:00,19/12/2016 22:43,220.92,220.92,0
,Thomas Dominguez,17/09/2017 10:37,17/09/2017 00:00,22/09/2017 00:00,5/10/17 10:48,220.98,220.98,0
,Joseph Decker,8/7/14 18:06,8/7/14 0:00,22/07/2014 00:00,10/8/14 19:45,221.05,221.05,0
,Ariana Quinn,27/10/2016 16:09,21/10/2016 00:00,20/11/2016 00:00,5/12/16 19:07,221.17,221.17,0
,Joseph Decker,7/6/14 17:09,7/6/14 0:00,21/06/2014 00:00,6/7/14 11:17,221.26,221.26,0
,Rachel Butler,5/12/14 9:58,4/12/14 0:00,3/1/15 0:00,30/01/2015 15:58,221.38,221.38,0
,Steven Perkins,12/9/16 11:41,12/9/16 0:00,19/09/2016 00:00,5/10/16 9:41,221.48,221.48,0
,William Jackson,30/06/2017 12:07,30/06/2017 00:00,30/07/2017 00:00,24/08/2017 15:09,221.51,221.51,0
,Joseph Decker,10/8/15 20:50,31/07/2015 00:00,21/08/2015 00:00,4/9/15 13:31,221.63,221.63,0
,Vicki Ortiz,9/8/16 14:41,9/8/16 0:00,8/9/16 0:00,18/10/2016 14:42,221.64,221.64,0
,Alex Cole,3/6/14 13:54,27/05/2014 00:00,26/06/2014 00:00,10/6/14 10:59,221.98,221.98,0
,Jeffery Sullivan,24/02/2015 11:39,14/01/2015 00:00,13/02/2015 00:00,18/03/2015 11:17,221.98,221.98,0
,Kenneth Tucker,16/07/2015 12:25,16/07/2015 00:00,15/08/2015 00:00,22/07/2015 13:48,221.98,221.98,0
,Loretta Mcmillan,31/10/2017 14:16,29/09/2017 00:00,29/10/2017 00:00,2/11/17 11:54,221.98,221.98,0
,Reginald Brady,22/05/2014 08:40,24/04/2014 00:00,24/05/2014 00:00,22/05/2014 11:11,221.98,221.98,0
,Thomas Dominguez,28/05/2017 11:14,26/05/2017 00:00,31/05/2017 00:00,13/06/2017 10:32,221.98,221.98,0
,David Cox,12/3/15 15:16,12/3/15 0:00,19/03/2015 00:00,2/5/15 22:34,222.15,222.15,0
,Sharon Lozano,16/12/2014 14:19,30/11/2014 00:00,15/12/2014 00:00,15/01/2015 09:29,222.17,222.17,0
,Jacob Flores,6/11/14 19:57,6/11/14 0:00,20/11/2014 00:00,4/12/14 18:53,222.26,222.26,0
,Keith Griffin,27/03/2017 12:17,14/03/2017 00:00,13/04/2017 00:00,8/5/17 13:25,222.45,222.45,0
,Vicki Ortiz,14/10/2014 09:15,14/10/2014 00:00,13/11/2014 00:00,21/01/2015 11:19,222.48,222.48,0
,Diana Parker,15/01/2016 16:31,15/01/2016 00:00,22/01/2016 00:00,29/01/2016 14:46,222.78,222.78,0
,John Gonzalez DVM,7/11/16 9:55,7/11/16 0:00,8/11/16 0:00,17/11/2016 11:11,222.78,222.78,0
,Tracy James,19/03/2015 15:56,31/01/2015 00:00,15/02/2015 00:00,6/4/15 9:36,222.78,222.78,0
,Anna Nichols,25/11/2014 14:42,25/11/2014 00:00,25/12/2014 00:00,22/12/2014 12:21,223.07,223.07,0
,Maria Craig,15/01/2016 15:08,23/12/2015 00:00,22/01/2016 00:00,10/2/16 20:03,223.32,223.32,0
,Clarence Hall,5/6/16 15:49,5/6/16 0:00,5/7/16 0:00,22/09/2016 12:36,223.38,223.38,0
,Daniel Moore,26/07/2012 13:23,26/07/2012 00:00,25/08/2012 00:00,12/11/12 1:02,223.38,223.38,0
,Teresa Kennedy,5/2/17 22:49,31/01/2017 00:00,17/02/2017 00:00,24/02/2017 10:16,223.75,223.75,0
,William Jackson,21/08/2017 16:02,21/08/2017 00:00,20/09/2017 00:00,24/10/2017 10:24,223.75,223.75,0
,Curtis Mcmahon,16/08/2016 10:58,16/08/2016 00:00,15/09/2016 00:00,26/09/2016 09:10,223.86,223.86,0
,Dustin Pruitt,23/02/2016 13:41,23/02/2016 00:00,24/03/2016 00:00,12/3/16 17:36,223.98,223.98,0
,Eugene Zhang,23/04/2014 09:12,23/04/2014 00:00,30/04/2014 00:00,16/06/2014 14:05,223.98,223.98,0
,Jacob Marsh,21/06/2016 11:02,16/06/2016 00:00,30/06/2016 00:00,21/06/2016 11:02,223.98,223.98,0
,Julie Coffey,18/02/2014 10:51,18/02/2014 00:00,19/02/2014 00:00,2/4/14 8:37,223.98,223.98,0
,Kevin Hodges,8/8/17 10:05,9/8/17 0:00,30/09/2017 00:00,4/10/17 7:19,223.98,223.98,0
,Kyle Frazier,11/9/14 9:32,11/9/14 0:00,11/10/14 0:00,19/09/2014 07:27,223.98,223.98,0
,Patrick Castillo,23/05/2015 08:39,19/05/2015 00:00,18/06/2015 00:00,3/6/15 5:01,223.98,223.98,0
,Ryan Rivera,2/2/15 14:20,2/2/15 0:00,16/02/2015 00:00,17/02/2015 16:01,223.98,223.98,0
,William Jackson,22/08/2017 10:17,22/08/2017 00:00,21/09/2017 00:00,24/10/2017 10:24,223.98,223.98,0
,Gabriella Riggs,20/08/2017 19:13,20/08/2017 00:00,21/08/2017 00:00,22/08/2017 19:21,224.4,221.98,2.42
,Bradley Atkinson,7/8/16 20:54,31/07/2016 00:00,19/08/2016 00:00,28/09/2016 11:22,224.43,224.43,0
,Claire Booth,8/10/14 22:12,8/10/14 0:00,22/10/2014 00:00,11/11/14 9:54,224.59,224.59,0
,Jason Holt,4/10/16 17:27,4/10/16 0:00,11/10/16 0:00,4/11/16 17:41,224.6,224.6,0
,Vicki Ortiz,24/03/2017 16:42,24/03/2017 00:00,23/04/2017 00:00,27/04/2017 10:19,224.68,224.68,0
,Derek Huber,16/09/2015 10:53,16/09/2015 00:00,16/10/2015 00:00,18/11/2015 14:30,224.94,224.94,0
,Brenda Price,8/1/14 11:15,1/12/13 0:00,31/01/2014 00:00,27/01/2014 09:30,225.18,225.18,0
,Debra Reid,12/5/17 14:40,12/5/17 0:00,11/6/17 0:00,18/07/2017 15:34,225.18,225.18,0
,Jacob Barnes,22/02/2017 12:25,22/02/2017 00:00,24/03/2017 00:00,2/5/17 9:10,225.47,225.47,0
,Jonathan Pacheco,11/2/15 9:46,28/02/2015 00:00,30/03/2015 00:00,24/04/2015 14:49,225.5,225.5,0
,Curtis Mcmahon,19/09/2016 12:01,19/09/2016 00:00,19/10/2016 00:00,18/11/2016 12:44,225.67,225.67,0
,Curtis Mcmahon,16/08/2016 10:52,16/08/2016 00:00,15/09/2016 00:00,26/09/2016 09:10,225.79,225.79,0
,Mrs. Cynthia Hickman,24/08/2017 21:12,24/08/2017 00:00,25/08/2017 00:00,29/08/2017 21:31,225.83,225.83,0
,Vicki Ortiz,6/7/16 9:44,6/7/16 0:00,5/8/16 0:00,31/10/2016 11:08,226.08,226.08,0
,Mary Cooper,15/12/2014 15:41,15/12/2014 00:00,14/01/2015 00:00,7/1/15 13:26,226.1,226.1,0
,Rhonda Walker,15/04/2013 10:22,12/4/13 0:00,26/04/2013 00:00,20/05/2013 08:15,226.12,226.12,0
,Daniel Williams,24/07/2014 09:53,18/07/2014 00:00,1/8/14 0:00,15/09/2014 11:09,226.26,226.26,0
,Whitney Holt,11/4/14 10:44,31/03/2014 00:00,30/04/2014 00:00,16/05/2014 12:46,226.38,226.38,0
,Douglas Ross,12/5/14 11:14,8/5/14 0:00,26/06/2014 00:00,26/06/2014 14:01,226.62,226.62,0
,Dan Young,4/10/17 6:55,4/10/17 0:00,10/10/17 0:00,15/10/2017 10:02,226.71,226.71,0
,Amber Daniels,28/07/2015 16:08,28/07/2015 00:00,11/8/15 0:00,30/07/2015 10:09,226.98,226.98,0
,Charles Higgins,7/5/14 16:02,1/4/14 0:00,1/5/14 0:00,3/7/14 10:10,226.98,226.98,0
,Christina Goodwin,16/03/2015 16:11,5/3/15 0:00,4/4/15 0:00,5/5/15 16:00,226.98,226.98,0
,Kelly Armstrong,8/5/14 14:25,1/4/14 0:00,1/5/14 0:00,3/7/14 10:08,226.98,226.98,0
,Laurie Matthews,18/03/2017 08:47,17/03/2017 00:00,31/03/2017 00:00,21/05/2017 15:30,226.98,226.98,0
,Michele Brewer,6/5/15 13:15,5/5/15 0:00,4/6/15 0:00,17/07/2015 10:01,226.98,226.98,0
,Michele Brewer,29/04/2015 15:05,28/04/2015 00:00,28/05/2015 00:00,19/06/2015 14:33,226.98,226.98,0
,Michele Brewer,1/7/15 14:47,30/06/2015 00:00,30/07/2015 00:00,14/08/2015 09:32,226.98,226.83,0.15
,Samantha Richard,8/12/14 17:49,1/10/14 0:00,31/10/2014 00:00,8/12/14 17:53,226.98,226.98,0
,Thomas Dominguez,31/05/2015 12:05,27/05/2015 00:00,1/6/15 0:00,12/6/15 9:58,226.98,226.98,0
,Thomas Dominguez,14/05/2017 10:34,13/05/2017 00:00,18/05/2017 00:00,30/05/2017 14:19,226.98,226.98,0
,Amy Gardner,2/4/17 22:11,31/03/2017 00:00,21/04/2017 00:00,21/04/2017 10:15,227.07,227.07,0
,Bradley Atkinson,7/7/16 11:32,30/06/2016 00:00,14/07/2016 00:00,28/09/2016 11:49,227.28,227.28,0
,Jaime Dominguez,20/04/2015 14:49,17/04/2015 00:00,17/05/2015 00:00,24/07/2015 12:34,227.28,227.28,0
,Cynthia Boyd,12/9/14 12:10,12/9/14 0:00,12/10/14 0:00,4/11/14 13:51,227.58,58.38,169.2
,Hector Wells,12/9/14 11:58,12/9/14 0:00,12/10/14 0:00,8/10/14 9:40,227.58,114.78,112.8
,Richard Johnson,12/9/14 13:26,12/9/14 0:00,12/10/14 0:00,8/10/14 9:51,227.58,114.78,112.8
,Robert Austin,12/9/14 13:37,12/9/14 0:00,12/10/14 0:00,15/10/2014 12:10,227.58,114.78,112.8
,Tyler Thomas,17/09/2014 11:32,17/09/2014 00:00,17/10/2014 00:00,20/10/2014 14:30,227.58,114.78,112.8
,Donna Willis,17/11/2014 10:15,17/11/2014 00:00,17/12/2014 00:00,25/02/2015 14:26,227.65,227.65,0
,Sandra Phillips MD,28/09/2017 11:46,28/09/2017 00:00,29/09/2017 00:00,8/11/17 12:10,227.98,227.98,0
,William Jackson,16/06/2015 08:15,16/06/2015 00:00,16/07/2015 00:00,8/9/15 9:57,228.18,228.18,0
,Daniel Williams,11/5/14 13:59,2/5/14 0:00,16/05/2014 00:00,27/06/2014 08:35,228.3,228.3,0
,Claire Booth,31/05/2014 14:22,31/05/2014 00:00,14/06/2014 00:00,6/7/14 11:24,228.51,228.51,0
,Jason Sanchez,14/10/2015 11:48,9/10/15 0:00,23/10/2015 00:00,28/10/2015 19:38,228.61,228.61,0
,Walter Caldwell,24/07/2014 13:35,18/07/2014 00:00,1/8/14 0:00,28/07/2014 12:08,228.78,228.78,0
,David Stark,5/4/16 12:09,5/4/16 0:00,5/5/16 0:00,6/6/16 11:03,229,229,0
,Hailey Gonzales,18/05/2015 18:25,5/5/15 0:00,19/05/2015 00:00,12/6/15 10:41,229.14,229.14,0
,Teresa Sanders,19/10/2017 19:10,19/10/2017 00:00,20/10/2017 00:00,23/10/2017 23:46,229.17,229.17,0
,Dr. Gabriella Sherman,2/2/16 15:49,2/2/16 0:00,3/3/16 0:00,17/02/2016 14:21,229.26,229.26,0
,Denise Vincent,4/12/13 13:15,15/11/2013 00:00,15/12/2013 00:00,21/01/2014 14:38,229.38,229.38,0
,Sara Walker,3/8/15 13:39,31/07/2015 00:00,30/08/2015 00:00,15/10/2015 08:50,229.38,229.38,0
,Jacob Flores,9/5/16 8:37,30/04/2016 00:00,20/05/2016 00:00,23/06/2016 10:16,229.69,229.69,0
,Diane Higgins,23/11/2014 20:13,4/11/14 0:00,2/12/14 0:00,20/02/2015 12:55,229.98,229.98,0
,Diane Higgins,18/02/2015 00:16,13/02/2015 00:00,13/03/2015 00:00,25/03/2015 15:24,229.98,229.98,0
,Diane Higgins,4/3/15 12:45,18/02/2015 00:00,18/03/2015 00:00,27/03/2015 09:55,229.98,229.98,0
,Diane Higgins,22/12/2014 10:03,1/12/14 0:00,29/12/2014 00:00,18/02/2015 00:39,229.98,229.98,0
,Diane Higgins,17/03/2015 13:22,4/3/15 0:00,1/4/15 0:00,22/04/2015 13:52,229.98,229.98,0
,Diane Higgins,3/3/15 17:13,20/02/2015 00:00,20/03/2015 00:00,27/03/2015 09:55,229.98,229.98,0
,Diane Higgins,13/02/2015 23:38,6/2/15 0:00,6/3/15 0:00,25/03/2015 15:24,229.98,229.98,0
,Diane Higgins,25/02/2015 14:45,16/02/2015 00:00,16/03/2015 00:00,27/03/2015 09:54,229.98,229.98,0
,Karen Wolfe,8/10/14 11:03,7/10/14 0:00,6/11/14 0:00,8/10/14 12:04,229.98,229.98,0
,Nicholas Obrien,20/08/2013 09:28,20/08/2013 00:00,3/9/13 0:00,18/09/2013 14:00,229.98,229.98,0
,Vicki Ortiz,4/11/16 11:07,31/10/2016 00:00,30/11/2016 00:00,14/12/2016 13:07,229.98,229.98,0
,Vicki Ortiz,4/7/16 8:47,30/06/2016 00:00,30/07/2016 00:00,22/08/2016 12:16,229.98,229.98,0
,Vicki Ortiz,4/11/16 10:40,31/10/2016 00:00,30/11/2016 00:00,14/12/2016 13:07,229.98,229.98,0
,Vicki Ortiz,2/2/17 14:45,31/01/2017 00:00,2/3/17 0:00,13/03/2017 11:16,229.98,229.98,0
,Vicki Ortiz,20/07/2015 08:53,20/07/2015 00:00,19/08/2015 00:00,8/9/15 11:46,230.14,230.14,0
,Richard Waters,9/6/16 16:20,26/05/2016 00:00,25/06/2016 00:00,13/06/2016 09:19,230.22,230.22,0
,Eric Strickland,27/10/2014 09:30,24/10/2014 00:00,30/11/2014 00:00,5/1/15 14:13,230.26,230.26,0
,David Johnson,4/12/13 10:39,29/11/2013 00:00,13/12/2013 00:00,15/01/2014 16:39,230.34,230.34,0
,Daniel Williams,5/7/14 18:28,27/06/2014 00:00,11/7/14 0:00,5/9/14 10:36,230.46,230.46,0
,Jorge Keller,1/2/16 13:52,30/01/2016 00:00,29/02/2016 00:00,2/2/16 14:11,230.58,230.58,0
,Linda Chapman,28/04/2014 16:16,28/04/2014 00:00,5/5/14 0:00,9/6/14 7:27,230.58,230.58,0
,Thomas Dominguez,31/05/2015 11:35,24/05/2015 00:00,29/05/2015 00:00,12/6/15 9:52,230.58,230.58,0
,Vicki Ortiz,21/09/2016 09:59,21/09/2016 00:00,21/10/2016 00:00,7/11/16 12:32,230.64,230.64,0
,Daniel Williams,11/5/14 15:24,2/5/14 0:00,16/05/2014 00:00,27/06/2014 08:35,230.82,230.82,0
,John Lewis,9/11/15 13:32,28/10/2015 00:00,27/11/2015 00:00,27/11/2015 12:34,231.3,7.78,223.52
,Vicki Ortiz,16/12/2016 10:00,16/12/2016 00:00,15/01/2017 00:00,6/2/17 12:24,231.41,231.41,0
,Curtis Mcmahon,12/7/16 6:49,12/7/16 0:00,11/8/16 0:00,1/9/16 7:11,231.91,231.91,0
,Joseph Stewart,15/12/2014 19:53,15/12/2014 00:00,14/01/2015 00:00,6/1/15 16:41,231.98,231.98,0
,Thomas Dominguez,18/07/2016 19:29,15/07/2016 00:00,20/07/2016 00:00,17/08/2016 15:36,231.98,231.98,0
,Vicki Ortiz,21/09/2016 09:55,21/09/2016 00:00,21/10/2016 00:00,7/11/16 12:32,232.08,232.08,0
,Ashley Dawson,25/05/2015 17:45,18/06/2015 00:00,25/06/2015 00:00,3/6/15 15:11,232.21,232.21,0
,Derek Huber,1/7/14 13:38,30/06/2014 00:00,31/07/2014 00:00,13/09/2014 12:54,232.32,232.32,0
,Debra Wright,16/05/2013 20:22,13/05/2013 00:00,12/6/13 0:00,20/07/2013 14:53,232.38,232.38,0
,William Jackson,6/1/16 13:35,6/1/16 0:00,5/2/16 0:00,22/03/2016 10:00,232.38,232.38,0
,Denise Campos,15/01/2016 13:42,31/12/2015 00:00,22/01/2016 00:00,26/01/2016 11:48,232.71,232.71,0
,Frank Holt,5/11/15 13:14,5/11/15 0:00,5/12/15 0:00,9/11/15 12:06,232.86,232.86,0
,Joan Stafford,22/05/2017 16:21,22/05/2017 00:00,29/05/2017 00:00,9/6/17 11:00,233.28,233.28,0
,Christine Weiss,1/12/15 10:43,30/11/2015 00:00,1/12/15 0:00,1/12/15 10:44,233.35,233.35,0
,Jonathan Gibbs,8/3/17 10:11,28/02/2017 00:00,17/03/2017 00:00,3/4/17 9:45,233.77,233.77,0
,Curtis Mcmahon,6/12/16 8:23,6/12/16 0:00,5/1/17 0:00,24/01/2017 15:17,233.93,233.93,0
,Tonya Francis,7/1/15 14:17,7/1/15 0:00,6/2/15 0:00,27/02/2015 10:49,234.08,234.08,0
,Jason Sanchez,9/9/15 15:16,4/9/15 0:00,18/09/2015 00:00,14/10/2015 11:56,234.11,234.11,0
,Denise Campos,6/3/17 14:09,28/02/2017 00:00,17/03/2017 00:00,17/03/2017 11:56,234.13,234.13,0
,Jasmine Wood,1/8/17 9:24,27/07/2017 00:00,3/8/17 0:00,25/09/2017 10:36,234.31,234.31,0
,Jasmine Wood,4/1/16 15:39,4/1/16 0:00,11/1/16 0:00,10/2/16 15:23,234.31,234.31,0
,Heather Sullivan,23/03/2017 07:30,23/03/2017 00:00,30/03/2017 00:00,28/04/2017 15:22,234.32,234.32,0
,Anthony Ross,31/01/2014 12:03,31/01/2014 00:00,7/2/14 0:00,7/2/14 17:02,234.41,234.41,0
,Barry Miller,20/02/2015 09:58,18/02/2015 00:00,20/03/2015 00:00,15/04/2015 08:39,234.67,234.67,0
,Daniel Williams,3/6/14 21:53,30/05/2014 00:00,13/06/2014 00:00,8/8/14 9:52,234.78,234.78,0
,Tiffany Stone,27/04/2015 10:48,27/04/2015 00:00,27/05/2015 00:00,5/5/15 11:47,234.8,234.8,0
,Michael Green,1/3/16 15:24,1/3/16 0:00,8/3/16 0:00,30/03/2016 15:38,235.01,235.01,0
,William Jackson,5/9/14 14:22,30/08/2014 00:00,29/09/2014 00:00,11/11/14 16:28,235.15,22.68,212.47
,Edward Mayo,15/11/2016 01:53,15/11/2016 00:00,15/12/2016 00:00,20/01/2017 12:53,235.26,235.26,0
,Mark Krueger,8/5/15 12:01,8/5/15 0:00,7/6/15 0:00,15/07/2015 01:43,235.68,235.68,0
,Curtis Mcmahon,15/11/2016 10:17,15/11/2016 00:00,15/12/2016 00:00,16/12/2016 15:14,235.87,235.87,0
,Anne Beltran,8/4/15 10:48,8/4/15 0:00,8/5/15 0:00,13/05/2015 14:17,235.98,235.98,0
,Christian Oliver,26/06/2014 14:54,17/06/2014 00:00,1/8/14 0:00,1/8/14 10:33,235.98,235.98,0
,Claudia Riggs,14/08/2014 13:54,14/08/2014 00:00,31/08/2014 00:00,16/09/2014 08:36,235.98,235.98,0
,Debbie Wiley,16/05/2015 11:27,16/05/2015 00:00,23/05/2015 00:00,8/6/15 9:54,235.98,235.98,0
,Katrina Martin,13/06/2014 06:40,1/6/14 0:00,15/06/2014 00:00,13/06/2014 06:47,235.98,235.98,0
,Melissa Daniels,14/05/2015 11:54,13/05/2015 00:00,12/6/15 0:00,17/07/2015 09:56,235.98,235.98,0
,Patrick Benton,10/8/17 21:16,10/8/17 0:00,24/08/2017 00:00,1/9/17 6:10,235.98,235.98,0
